date,coin,severity,direction,price_change,close_price,pre_sentiment,avg_pre_sentiment,dominant_topic,cause_category,cause_weights,supporting_headlines,news_available,data_source
2024-12-01,xrp,catastrophic,rally,+19.35%,2.32,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-02,xrp,catastrophic,rally,+16.96%,2.71,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-03,xrp,significant,crash,-6.94%,2.53,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-04,xrp,significant,crash,-6.77%,2.35,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-06,xrp,significant,rally,+5.64%,2.42,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-07,xrp,significant,rally,+7.91%,2.62,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-09,xrp,catastrophic,crash,-14.93%,2.22,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-10,xrp,significant,rally,+6.77%,2.37,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-18,xrp,catastrophic,crash,-10.21%,2.3,unavailable,,unavailable,unavailable,{},[],False,backfill
2024-12-26,xrp,significant,crash,-6.17%,2.15,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-01-01,xrp,catastrophic,rally,+11.64%,2.32,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-01-07,xrp,significant,crash,-6.05%,2.27,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-01-11,xrp,significant,rally,+9.97%,2.58,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-01-14,xrp,significant,rally,+5.79%,2.67,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-01-15,xrp,catastrophic,rally,+18.21%,3.16,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-01-19,xrp,significant,crash,-9.75%,2.95,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-02,xrp,catastrophic,crash,-10.56%,2.58,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-04,xrp,significant,crash,-6.14%,2.54,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-05,xrp,significant,crash,-6.04%,2.38,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-14,xrp,significant,rally,+6.93%,2.74,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-19,xrp,significant,rally,+7.11%,2.74,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-24,xrp,catastrophic,crash,-11.61%,2.28,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-02-26,xrp,significant,crash,-5.53%,2.19,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-02,xrp,catastrophic,rally,+34.07%,2.94,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-03,xrp,catastrophic,crash,-18.77%,2.39,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-07,xrp,significant,crash,-8.46%,2.38,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-09,xrp,significant,crash,-8.13%,2.13,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-10,xrp,significant,crash,-5.45%,2.02,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-11,xrp,significant,rally,+7.36%,2.17,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-19,xrp,catastrophic,rally,+11.32%,2.55,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-03-28,xrp,significant,crash,-5.74%,2.2,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-04-02,xrp,significant,crash,-5.35%,2.03,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-04-06,xrp,catastrophic,crash,-10.53%,1.92,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-04-08,xrp,significant,crash,-5.44%,1.79,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-04-09,xrp,catastrophic,rally,+14.33%,2.05,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-04-12,xrp,significant,rally,+6.66%,2.16,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-04-22,xrp,significant,rally,+6.23%,2.22,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-05-08,xrp,significant,rally,+9.27%,2.32,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-05-10,xrp,significant,rally,+5.43%,2.47,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-05-12,xrp,significant,rally,+7.53%,2.54,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-05-15,xrp,significant,crash,-6.75%,2.38,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-05-23,xrp,significant,crash,-5.58%,2.29,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-06-23,xrp,significant,rally,+7.56%,2.17,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-07-10,xrp,significant,rally,+5.86%,2.55,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-07-11,xrp,significant,rally,+7.39%,2.73,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-07-17,xrp,catastrophic,rally,+14.92%,3.5,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-07-23,xrp,catastrophic,crash,-10.33%,3.18,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-02,xrp,significant,crash,-6.69%,2.77,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-03,xrp,significant,rally,+6.62%,2.95,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-07,xrp,catastrophic,rally,+10.91%,3.32,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-14,xrp,significant,crash,-6.01%,3.08,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-19,xrp,significant,crash,-6.81%,2.85,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-22,xrp,significant,rally,+7.90%,3.08,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-25,xrp,significant,crash,-5.44%,2.86,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-08-26,xrp,significant,rally,+5.28%,3.01,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-09-25,xrp,significant,crash,-6.34%,2.74,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-10-10,xrp,catastrophic,crash,-15.91%,2.36,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-10-12,xrp,significant,rally,+6.24%,2.53,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-03,xrp,significant,crash,-8.69%,2.31,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-05,xrp,significant,rally,+6.09%,2.35,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-06,xrp,significant,crash,-5.73%,2.21,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-10,xrp,significant,rally,+6.70%,2.53,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-11,xrp,significant,crash,-5.33%,2.39,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-20,xrp,significant,crash,-5.16%,2.0,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-11-24,xrp,significant,rally,+8.78%,2.23,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-12-01,xrp,significant,crash,-6.02%,2.03,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-12-02,xrp,significant,rally,+6.14%,2.16,unavailable,,unavailable,unavailable,{},[],False,backfill
2025-12-19,xrp,significant,rally,+5.51%,1.91,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-01-02,xrp,significant,rally,+6.81%,2.01,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-01-05,xrp,catastrophic,rally,+12.38%,2.35,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-01-07,xrp,significant,crash,-6.06%,2.17,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-01-13,xrp,significant,rally,+5.42%,2.16,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-01-29,xrp,significant,crash,-5.43%,1.81,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-01-31,xrp,significant,crash,-5.02%,1.65,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-02-05,xrp,catastrophic,crash,-19.66%,1.21,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-02-06,xrp,catastrophic,rally,+21.26%,1.47,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-02-14,xrp,significant,rally,+7.28%,1.51,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-02-25,xrp,significant,rally,+6.29%,1.43,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-03-04,xrp,significant,rally,+5.12%,1.43,unavailable,,unavailable,unavailable,{},[],False,backfill
2026-03-16,xrp,significant,rally,+6.63%,1.54,unavailable,,unavailable,unavailable,{},[],False,backfill
